species,bark
Eucalyptus tephroclada,partly or all smooth
Eucalyptus terebra,partly or all smooth
Eucalyptus tereticornis subsp. basaltica,partly or all smooth
Eucalyptus tereticornis subsp. mediana,partly or all smooth
Eucalyptus tereticornis subsp. rotunda,partly or all smooth
Eucalyptus tereticornis subsp. tereticornis,partly or all smooth
Eucalyptus terrica,partly or all smooth
Eucalyptus tetraptera,partly or all smooth
Eucalyptus thamnoides subsp. megista,partly or all smooth
Eucalyptus thamnoides subsp. thamnoides,partly or all smooth
Eucalyptus thozetiana,partly or all smooth
Eucalyptus tintinnans,partly or all smooth
Eucalyptus todtiana,partly or all smooth
Eucalyptus torquata,partly or all smooth
Eucalyptus tortilis,partly or all smooth
Eucalyptus transcontinentalis,partly or all smooth
Eucalyptus triflora,partly or all smooth
Eucalyptus trivalvis,partly or all smooth
Eucalyptus tumida,partly or all smooth
Eucalyptus ultima,partly or all smooth
Eucalyptus umbrawarrensis,partly or all smooth
Eucalyptus uncinata,partly or all smooth
Eucalyptus urna,partly or all smooth
Eucalyptus urnigera,partly or all smooth
Eucalyptus utilis,partly or all smooth
Eucalyptus valens,partly or all smooth
Eucalyptus varia subsp. salsuginosa,partly or all smooth
Eucalyptus varia subsp. varia,partly or all smooth
Eucalyptus vegrandis subsp. recondita,partly or all smooth
Eucalyptus vegrandis subsp. vegrandis,partly or all smooth
Eucalyptus vernicosa,partly or all smooth
Eucalyptus verrucata,partly or all smooth
Eucalyptus vesiculosa,partly or all smooth
Eucalyptus vicina,partly or all smooth
Eucalyptus victoriana,partly or all smooth
Eucalyptus victrix,partly or all smooth
Eucalyptus viminalis subsp. cygnetensis,partly or all smooth
Eucalyptus viminalis subsp. hentyensis,partly or all smooth
Eucalyptus viminalis subsp. pryoriana,partly or all smooth
Eucalyptus viminalis subsp. viminalis,partly or all smooth
Eucalyptus virginea,partly or all smooth
Eucalyptus viridis,partly or all smooth
Eucalyptus vittata,partly or all smooth
Eucalyptus vokesensis,partly or all smooth
Eucalyptus volcanica,partly or all smooth
Eucalyptus wandoo subsp. pulverea,partly or all smooth
Eucalyptus wandoo subsp. wandoo,partly or all smooth
Eucalyptus websteriana,partly or all smooth
Eucalyptus wilcoxii,partly or all smooth
Eucalyptus willisii subsp. falciformis,partly or all smooth
Eucalyptus willisii subsp. willisii,partly or all smooth
Eucalyptus woodwardii,partly or all smooth
Eucalyptus woollsiana,partly or all smooth
Eucalyptus wubinensis,partly or all smooth
Eucalyptus wyolensis,partly or all smooth
Eucalyptus x balanopelex,partly or all smooth
Eucalyptus x missilis,partly or all smooth
Eucalyptus xanthonema subsp. apposita,partly or all smooth
Eucalyptus xanthonema subsp. xanthonema,partly or all smooth
Eucalyptus yalatensis,partly or all smooth
Eucalyptus yarraensis,partly or all smooth
Eucalyptus yilgarnensis,partly or all smooth
Eucalyptus youngiana,partly or all smooth
Eucalyptus yumbarrana,partly or all smooth
Eucalyptus zopherophloia,partly or all smooth
