species,bark
Eucalyptus caesia subsp. caesia,minnirichi
Eucalyptus caesia subsp. magna,minnirichi
Eucalyptus crucis subsp. crucis,minnirichi
Eucalyptus crucis subsp. lanceolata,minnirichi
Eucalyptus educta,minnirichi
Eucalyptus ewartiana,minnirichi
Eucalyptus orbifolia,minnirichi
Eucalyptus websteriana,minnirichi
