Found?,Search term,Census,Matched name(s),Name status,Name type,Tags,canonicalName,scientificNameAuthorship,taxonRank,taxonRankSortOrder,taxonRankAbbreviation,kingdom,class,subclass,family,genericName,specificEpithet,infraspecificEpithet,nameElement,firstHybridParentName,firstHybridParentNameID,secondHybridParentName,secondHybridParentNameID
TRUE,Eucalyptus nitens,APC,Eucalyptus nitens (H.Deane & Maiden) Maiden,legitimate,scientific,[],Eucalyptus nitens,(H.Deane & Maiden) Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,nitens,,nitens,,,,
TRUE,Eucalyptus nobilis,APC,Eucalyptus nobilis L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus nobilis,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,nobilis,,nobilis,,,,
FALSE,Eucalyptus nobilis <--> viminalis,,not found,,,,,,,,,,,,,,,,,,,,
TRUE,Eucalyptus nortonii,APC,Eucalyptus nortonii (Blakely) L.A.S.Johnson,legitimate,scientific,[],Eucalyptus nortonii,(Blakely) L.A.S.Johnson,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,nortonii,,nortonii,,,,
TRUE,Eucalyptus notabilis,APC,Eucalyptus notabilis Maiden,legitimate,scientific,[],Eucalyptus notabilis,Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,notabilis,,notabilis,,,,
TRUE,Eucalyptus nova-anglica,APC,Eucalyptus nova-anglica H.Deane & Maiden,legitimate,scientific,[],Eucalyptus nova-anglica,H.Deane & Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,nova-anglica,,nova-anglica,,,,
FALSE,Eucalyptus nubila,,not found,,,,,,,,,,,,,,,,,,,,
TRUE,Eucalyptus obliqua,APC,Eucalyptus obliqua L'Hér.,legitimate,scientific,[],Eucalyptus obliqua,L'Hér.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,obliqua,,obliqua,,,,
TRUE,Eucalyptus oblonga,,Eucalyptus oblonga DC.,legitimate,scientific,[],Eucalyptus oblonga,DC.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,oblonga,,oblonga,,,,
TRUE,Eucalyptus obstans,,Eucalyptus obstans L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus obstans,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,obstans,,obstans,,,,
TRUE,Eucalyptus ochrophloia,APC,Eucalyptus ochrophloia F.Muell.,legitimate,scientific,[],Eucalyptus ochrophloia,F.Muell.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,ochrophloia,,ochrophloia,,,,
TRUE,Eucalyptus oleosa subsp. oleosa,APC,Eucalyptus oleosa F.Muell. ex Miq. subsp. oleosa,legitimate,autonym,[],Eucalyptus oleosa subsp. oleosa,,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,oleosa,oleosa,oleosa,,,,
TRUE,Eucalyptus olida,APC,Eucalyptus olida L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus olida,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,olida,,olida,,,,
TRUE,Eucalyptus olsenii,APC,Eucalyptus olsenii L.A.S.Johnson & Blaxell,legitimate,scientific,[],Eucalyptus olsenii,L.A.S.Johnson & Blaxell,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,olsenii,,olsenii,,,,
TRUE,Eucalyptus ophitica,APC,Eucalyptus ophitica L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus ophitica,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,ophitica,,ophitica,,,,
TRUE,Eucalyptus oreades,APC,Eucalyptus oreades R.T.Baker,legitimate,scientific,[],Eucalyptus oreades,R.T.Baker,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,oreades,,oreades,,,,
TRUE,Eucalyptus oresbia,,Eucalyptus oresbia J.T.Hunter & J.J.Bruhl,legitimate,scientific,[],Eucalyptus oresbia,J.T.Hunter & J.J.Bruhl,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,oresbia,,oresbia,,,,
TRUE,Eucalyptus ovata,APC,Eucalyptus ovata Labill.,legitimate,scientific,[],Eucalyptus ovata,Labill.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,ovata,,ovata,,,,
TRUE,Eucalyptus pachycalyx subsp. banyabba,APC,Eucalyptus pachycalyx subsp. banyabba K.D.Hill,legitimate,scientific,[],Eucalyptus pachycalyx subsp. banyabba,K.D.Hill,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,pachycalyx,banyabba,banyabba,,,,
TRUE,Eucalyptus paliformis,APC,Eucalyptus paliformis L.A.S.Johnson & Blaxell,legitimate,scientific,[],Eucalyptus paliformis,L.A.S.Johnson & Blaxell,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,paliformis,,paliformis,,,,
TRUE,Eucalyptus panda,APC,Eucalyptus panda S.T.Blake,legitimate,scientific,[],Eucalyptus panda,S.T.Blake,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,panda,,panda,,,,
TRUE,Eucalyptus paniculata,APC,Eucalyptus paniculata Sm.,legitimate,scientific,[],Eucalyptus paniculata,Sm.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,paniculata,,paniculata,,,,
TRUE,Eucalyptus paniculata subsp. matutina,,Eucalyptus paniculata subsp. matutina L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus paniculata subsp. matutina,L.A.S.Johnson & K.D.Hill,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,paniculata,matutina,matutina,,,,
TRUE,Eucalyptus paniculata subsp. paniculata,,Eucalyptus paniculata Sm. subsp. paniculata,legitimate,autonym,[],Eucalyptus paniculata subsp. paniculata,,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,paniculata,paniculata,paniculata,,,,
TRUE,Eucalyptus parramattensis,APC,Eucalyptus parramattensis E.C.Hall,legitimate,scientific,[],Eucalyptus parramattensis,E.C.Hall,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,parramattensis,,parramattensis,,,,
TRUE,Eucalyptus parramattensis subsp. decadens,APC,Eucalyptus parramattensis subsp. decadens L.A.S.Johnson & Blaxell,legitimate,scientific,[],Eucalyptus parramattensis subsp. decadens,L.A.S.Johnson & Blaxell,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,parramattensis,decadens,decadens,,,,
TRUE,Eucalyptus parramattensis subsp. parramattensis,APC,Eucalyptus parramattensis E.C.Hall subsp. parramattensis,legitimate,autonym,[],Eucalyptus parramattensis subsp. parramattensis,,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,parramattensis,parramattensis,parramattensis,,,,
TRUE,Eucalyptus parvula,APC,Eucalyptus parvula L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus parvula,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,parvula,,parvula,,,,
TRUE,Eucalyptus pauciflora,APC,Eucalyptus pauciflora Sieber ex Spreng.,legitimate,scientific,[],Eucalyptus pauciflora,Sieber ex Spreng.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,pauciflora,,pauciflora,,,,
TRUE,Eucalyptus perriniana,APC,Eucalyptus perriniana F.Muell. ex Rodway,legitimate,scientific,[],Eucalyptus perriniana,F.Muell. ex Rodway,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,perriniana,,perriniana,,,,
TRUE,Eucalyptus pilligaensis,,Eucalyptus pilligaensis Maiden,legitimate,scientific,[],Eucalyptus pilligaensis,Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,pilligaensis,,pilligaensis,,,,
TRUE,Eucalyptus pilularis,APC,Eucalyptus pilularis Sm.,legitimate,scientific,[],Eucalyptus pilularis,Sm.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,pilularis,,pilularis,,,,
TRUE,Eucalyptus piperita,APC,Eucalyptus piperita Sm.,legitimate,scientific,[],Eucalyptus piperita,Sm.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,piperita,,piperita,,,,
TRUE,Eucalyptus placita,APC,Eucalyptus placita L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus placita,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,placita,,placita,,,,
TRUE,Eucalyptus planchoniana,APC,Eucalyptus planchoniana F.Muell.,legitimate,scientific,[],Eucalyptus planchoniana,F.Muell.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,planchoniana,,planchoniana,,,,
TRUE,Eucalyptus polyanthemos,APC,Eucalyptus polyanthemos Schauer,legitimate,scientific,[],Eucalyptus polyanthemos,Schauer,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,polyanthemos,,polyanthemos,,,,
TRUE,Eucalyptus polyanthemos subsp. polyanthemos,APC,Eucalyptus polyanthemos Schauer subsp. polyanthemos,legitimate,autonym,[],Eucalyptus polyanthemos subsp. polyanthemos,,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,polyanthemos,polyanthemos,polyanthemos,,,,
TRUE,Eucalyptus polyanthemos subsp. vestita,APC,Eucalyptus polyanthemos subsp. vestita L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus polyanthemos subsp. vestita,L.A.S.Johnson & K.D.Hill,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,polyanthemos,vestita,vestita,,,,
TRUE,Eucalyptus polybractea,APC,Eucalyptus polybractea R.T.Baker,legitimate,scientific,[],Eucalyptus polybractea,R.T.Baker,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,polybractea,,polybractea,,,,
TRUE,Eucalyptus populnea subsp. bimbil,,Eucalyptus populnea subsp. bimbil L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus populnea subsp. bimbil,L.A.S.Johnson & K.D.Hill,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,populnea,bimbil,bimbil,,,,
TRUE,Eucalyptus porosa,APC,Eucalyptus porosa F.Muell. ex Miq.,legitimate,scientific,[],Eucalyptus porosa,F.Muell. ex Miq.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,porosa,,porosa,,,,
TRUE,Eucalyptus praecox,,Eucalyptus praecox Maiden,legitimate,scientific,[],Eucalyptus praecox,Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,praecox,,praecox,,,,
TRUE,Eucalyptus prava,APC,Eucalyptus prava L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus prava,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,prava,,prava,,,,
TRUE,Eucalyptus prominula,,Eucalyptus prominula L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus prominula,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,prominula,,prominula,,,,
TRUE,Eucalyptus propinqua,APC,Eucalyptus propinqua H.Deane & Maiden,legitimate,scientific,[],Eucalyptus propinqua,H.Deane & Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,propinqua,,propinqua,,,,
TRUE,Eucalyptus psammitica,APC,Eucalyptus psammitica L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus psammitica,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,psammitica,,psammitica,,,,
TRUE,Eucalyptus pseudoglobulus,,Eucalyptus pseudoglobulus (Naudin) Maiden,legitimate,scientific,[],Eucalyptus pseudoglobulus,(Naudin) Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,pseudoglobulus,,pseudoglobulus,,,,
TRUE,Eucalyptus pulverulenta,APC,Eucalyptus pulverulenta Sims,legitimate,scientific,[],Eucalyptus pulverulenta,Sims,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,pulverulenta,,pulverulenta,,,,
TRUE,Eucalyptus pumila,APC,Eucalyptus pumila Cambage,legitimate,scientific,[],Eucalyptus pumila,Cambage,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,pumila,,pumila,,,,
TRUE,Eucalyptus punctata,APC,Eucalyptus punctata DC.,legitimate,scientific,[],Eucalyptus punctata,DC.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,punctata,,punctata,,,,
FALSE,Eucalyptus punctata subsp. punctata,,not found,,,,,,,,,,,,,,,,,,,,
TRUE,Eucalyptus pyrocarpa,APC,Eucalyptus pyrocarpa L.A.S.Johnson & Blaxell,legitimate,scientific,[],Eucalyptus pyrocarpa,L.A.S.Johnson & Blaxell,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,pyrocarpa,,pyrocarpa,,,,
TRUE,Eucalyptus quadrangulata,APC,Eucalyptus quadrangulata H.Deane & Maiden,legitimate,scientific,[],Eucalyptus quadrangulata,H.Deane & Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,quadrangulata,,quadrangulata,,,,
TRUE,Eucalyptus quinniorum,APC,Eucalyptus quinniorum J.T.Hunter & J.J.Bruhl,legitimate,scientific,[],Eucalyptus quinniorum,J.T.Hunter & J.J.Bruhl,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,quinniorum,,quinniorum,,,,
TRUE,Eucalyptus racemosa,APC,Eucalyptus racemosa Cav.,legitimate,scientific,[],Eucalyptus racemosa,Cav.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,racemosa,,racemosa,,,,
TRUE,Eucalyptus radiata,APC,Eucalyptus radiata Sieber ex DC.,legitimate,scientific,[],Eucalyptus radiata,Sieber ex DC.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,radiata,,radiata,,,,
TRUE,Eucalyptus radiata subsp. radiata,APC,Eucalyptus radiata Sieber ex DC. subsp. radiata,legitimate,autonym,[],Eucalyptus radiata subsp. radiata,,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,radiata,radiata,radiata,,,,
TRUE,Eucalyptus radiata subsp. sejuncta,APC,Eucalyptus radiata subsp. sejuncta L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus radiata subsp. sejuncta,L.A.S.Johnson & K.D.Hill,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,radiata,sejuncta,sejuncta,,,,
TRUE,Eucalyptus ralla,,Eucalyptus ralla L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus ralla,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,ralla,,ralla,,,,
TRUE,Eucalyptus recurva,APC,Eucalyptus recurva Crisp,legitimate,scientific,[],Eucalyptus recurva,Crisp,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,recurva,,recurva,,,,
TRUE,Eucalyptus resinifera,APC,Eucalyptus resinifera Sm.,legitimate,scientific,[],Eucalyptus resinifera,Sm.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,resinifera,,resinifera,,,,
TRUE,Eucalyptus resinifera subsp. hemilampra,APC,Eucalyptus resinifera subsp. hemilampra (F.Muell.) L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus resinifera subsp. hemilampra,(F.Muell.) L.A.S.Johnson & K.D.Hill,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,resinifera,hemilampra,hemilampra,,,,
TRUE,Eucalyptus resinifera subsp. resinifera,APC,Eucalyptus resinifera Sm. subsp. resinifera,legitimate,autonym,[],Eucalyptus resinifera subsp. resinifera,,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,resinifera,resinifera,resinifera,,,,
TRUE,Eucalyptus retinens,APC,Eucalyptus retinens L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus retinens,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,retinens,,retinens,,,,
TRUE,Eucalyptus robertsonii,,Eucalyptus robertsonii Blakely,legitimate,scientific,[],Eucalyptus robertsonii,Blakely,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,robertsonii,,robertsonii,,,,
TRUE,Eucalyptus robertsonii subsp. hemisphaerica,,Eucalyptus robertsonii subsp. hemisphaerica L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus robertsonii subsp. hemisphaerica,L.A.S.Johnson & K.D.Hill,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,robertsonii,hemisphaerica,hemisphaerica,,,,
TRUE,Eucalyptus robertsonii subsp. robertsonii,,Eucalyptus robertsonii Blakely subsp. robertsonii,legitimate,autonym,[],Eucalyptus robertsonii subsp. robertsonii,,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,robertsonii,robertsonii,robertsonii,,,,
TRUE,Eucalyptus robusta,APC,Eucalyptus robusta Sm.,legitimate,scientific,[],Eucalyptus robusta,Sm.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,robusta,,robusta,,,,
FALSE,Eucalyptus robusta x saligna,,not found,,,,,,,,,,,,,,,,,,,,
TRUE,Eucalyptus rossii,APC,Eucalyptus rossii R.T.Baker & H.G.Sm.,nom. et typ. cons.,scientific,[],Eucalyptus rossii,R.T.Baker & H.G.Sm.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,rossii,,rossii,,,,
TRUE,Eucalyptus rubida,APC,Eucalyptus rubida H.Deane & Maiden,legitimate,scientific,[],Eucalyptus rubida,H.Deane & Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,rubida,,rubida,,,,
TRUE,Eucalyptus rubida subsp. barbigerorum,APC,Eucalyptus rubida subsp. barbigerorum L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus rubida subsp. barbigerorum,L.A.S.Johnson & K.D.Hill,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,rubida,barbigerorum,barbigerorum,,,,
TRUE,Eucalyptus rubida subsp. rubida,APC,Eucalyptus rubida H.Deane & Maiden subsp. rubida,legitimate,autonym,[],Eucalyptus rubida subsp. rubida,,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,rubida,rubida,rubida,,,,
FALSE,Eucalyptus rubida x viminalis,,not found,,,,,,,,,,,,,,,,,,,,
TRUE,Eucalyptus rudderi,APC,Eucalyptus rudderi Maiden,legitimate,scientific,[],Eucalyptus rudderi,Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,rudderi,,rudderi,,,,
TRUE,Eucalyptus rummeryi,APC,Eucalyptus rummeryi Maiden,legitimate,scientific,[],Eucalyptus rummeryi,Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,rummeryi,,rummeryi,,,,
TRUE,Eucalyptus saligna,APC,Eucalyptus saligna Sm.,legitimate,scientific,[],Eucalyptus saligna,Sm.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,saligna,,saligna,,,,
TRUE,Eucalyptus saxatilis,APC,Eucalyptus saxatilis J.B.Kirkp. & Brooker,legitimate,scientific,[],Eucalyptus saxatilis,J.B.Kirkp. & Brooker,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,saxatilis,,saxatilis,,,,
TRUE,Eucalyptus saxicola,,Eucalyptus saxicola J.T.Hunter,legitimate,scientific,[],Eucalyptus saxicola,J.T.Hunter,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,saxicola,,saxicola,,,,
TRUE,Eucalyptus scias,APC,Eucalyptus scias L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus scias,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,scias,,scias,,,,
TRUE,Eucalyptus scias subsp. apoda,APC,Eucalyptus scias subsp. apoda L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus scias subsp. apoda,L.A.S.Johnson & K.D.Hill,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,scias,apoda,apoda,,,,
TRUE,Eucalyptus scias subsp. callimastha,,Eucalyptus scias subsp. callimastha L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus scias subsp. callimastha,L.A.S.Johnson & K.D.Hill,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,scias,callimastha,callimastha,,,,
TRUE,Eucalyptus scias subsp. scias,APC,Eucalyptus scias L.A.S.Johnson & K.D.Hill subsp. scias,legitimate,autonym,[],Eucalyptus scias subsp. scias,,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,scias,scias,scias,,,,
TRUE,Eucalyptus sclerophylla,,Eucalyptus sclerophylla (Blakely) L.A.S.Johnson & Blaxell,legitimate,scientific,[],Eucalyptus sclerophylla,(Blakely) L.A.S.Johnson & Blaxell,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,sclerophylla,,sclerophylla,,,,
TRUE,Eucalyptus scoparia,APC,Eucalyptus scoparia Maiden,legitimate,scientific,[],Eucalyptus scoparia,Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,scoparia,,scoparia,,,,
TRUE,Eucalyptus seeana,APC,Eucalyptus seeana Maiden,legitimate,scientific,[],Eucalyptus seeana,Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,seeana,,seeana,,,,
TRUE,Eucalyptus serpentinicola,,Eucalyptus serpentinicola L.A.S.Johnson & Blaxell,legitimate,scientific,[],Eucalyptus serpentinicola,L.A.S.Johnson & Blaxell,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,serpentinicola,,serpentinicola,,,,
TRUE,Eucalyptus siderophloia,APC,Eucalyptus siderophloia Benth.,legitimate,scientific,[],Eucalyptus siderophloia,Benth.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,siderophloia,,siderophloia,,,,
TRUE,Eucalyptus sideroxylon,APC,Eucalyptus sideroxylon A.Cunn. ex Woolls,legitimate,scientific,[],Eucalyptus sideroxylon,A.Cunn. ex Woolls,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,sideroxylon,,sideroxylon,,,,
FALSE,Eucalyptus sideroxylon <--> viridis,,not found,,,,,,,,,,,,,,,,,,,,
TRUE,Eucalyptus sieberi,APC,Eucalyptus sieberi L.A.S.Johnson,legitimate,scientific,[],Eucalyptus sieberi,L.A.S.Johnson,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,sieberi,,sieberi,,,,
TRUE,Eucalyptus signata,,Eucalyptus signata F.Muell.,legitimate,scientific,[],Eucalyptus signata,F.Muell.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,signata,,signata,,,,
TRUE,Eucalyptus smithii,APC,Eucalyptus smithii R.T.Baker,legitimate,scientific,[],Eucalyptus smithii,R.T.Baker,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,smithii,,smithii,,,,
TRUE,Eucalyptus socialis,APC,Eucalyptus socialis F.Muell. ex Miq.,legitimate,scientific,[],Eucalyptus socialis,F.Muell. ex Miq.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,socialis,,socialis,,,,
FALSE,Eucalyptus sp. aff. agglomerata,,not found,,,,,,,,,,,,,,,,,,,,
FALSE,Eucalyptus sp. aff. cameronii (Macleay-Apsley),,not found,,,,,,,,,,,,,,,,,,,,
FALSE,Eucalyptus sp. aff. dwyeri,,not found,,,,,,,,,,,,,,,,,,,,
FALSE,Eucalyptus sp. aff. fibrosa (Pokolbin),,not found,,,,,,,,,,,,,,,,,,,,
TRUE,Eucalyptus sp. aff. fibrosa (Yarrawa),,Eucalyptus sp. aff. fibrosa (Yarrawa),[n/a],phrase name,[],Eucalyptus sp. aff. fibrosa (Yarrawa),,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,sp. aff. fibrosa (Yarrawa),,sp. aff. fibrosa (Yarrawa),,,,
FALSE,Eucalyptus sp. aff. macrorhyncha,,not found,,,,,,,,,,,,,,,,,,,,
FALSE,Eucalyptus sp. Cattai,,not found,,,,,,,,,,,,,,,,,,,,
TRUE,Eucalyptus sparsifolia,APC,Eucalyptus sparsifolia Blakely,legitimate,scientific,[],Eucalyptus sparsifolia,Blakely,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,sparsifolia,,sparsifolia,,,,
TRUE,Eucalyptus spectatrix,,Eucalyptus spectatrix L.A.S.Johnson & Blaxell,legitimate,scientific,[],Eucalyptus spectatrix,L.A.S.Johnson & Blaxell,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,spectatrix,,spectatrix,,,,
FALSE,Eucalyptus spp.,,not found,,,,,,,,,,,,,,,,,,,,
TRUE,Eucalyptus squamosa,APC,Eucalyptus squamosa H.Deane & Maiden,legitimate,scientific,[],Eucalyptus squamosa,H.Deane & Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,squamosa,,squamosa,,,,
TRUE,Eucalyptus stellulata,APC,Eucalyptus stellulata Sieber ex DC.,legitimate,scientific,[],Eucalyptus stellulata,Sieber ex DC.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,stellulata,,stellulata,,,,
TRUE,Eucalyptus stenostoma,APC,Eucalyptus stenostoma L.A.S.Johnson & Blaxell,legitimate,scientific,[],Eucalyptus stenostoma,L.A.S.Johnson & Blaxell,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,stenostoma,,stenostoma,,,,
TRUE,Eucalyptus stricta,APC,Eucalyptus stricta Sieber ex Spreng.,legitimate,scientific,[],Eucalyptus stricta,Sieber ex Spreng.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,stricta,,stricta,,,,
TRUE,Eucalyptus sturgissiana,APC,Eucalyptus sturgissiana L.A.S.Johnson & Blaxell,legitimate,scientific,[],Eucalyptus sturgissiana,L.A.S.Johnson & Blaxell,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,sturgissiana,,sturgissiana,,,,
TRUE,Eucalyptus subcaerulea,,Eucalyptus subcaerulea K.D.Hill,legitimate,scientific,[],Eucalyptus subcaerulea,K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,subcaerulea,,subcaerulea,,,,
TRUE,Eucalyptus subtilior,,Eucalyptus subtilior L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus subtilior,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,subtilior,,subtilior,,,,
TRUE,Eucalyptus tenella,APC,Eucalyptus tenella L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus tenella,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,tenella,,tenella,,,,
TRUE,Eucalyptus tereticornis,APC,Eucalyptus tereticornis Sm.,legitimate,scientific,[],Eucalyptus tereticornis,Sm.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,tereticornis,,tereticornis,,,,
