Found?,Search term,Census,Matched name(s),Name status,Name type,Tags,canonicalName,scientificNameAuthorship,taxonRank,taxonRankSortOrder,taxonRankAbbreviation,kingdom,class,subclass,family,genericName,specificEpithet,infraspecificEpithet,nameElement,firstHybridParentName,firstHybridParentNameID,secondHybridParentName,secondHybridParentNameID
TRUE,Eucalyptus cinerea,APC,Eucalyptus cinerea F.Muell. ex Benth.,legitimate,scientific,[],Eucalyptus cinerea,F.Muell. ex Benth.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,cinerea,,cinerea,,,,
TRUE,Eucalyptus cladocalyx,APC,Eucalyptus cladocalyx F.Muell.,legitimate,scientific,[],Eucalyptus cladocalyx,F.Muell.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,cladocalyx,,cladocalyx,,,,
TRUE,Eucalyptus codonocarpa,APC,Eucalyptus codonocarpa Blakely & McKie,legitimate,scientific,[],Eucalyptus codonocarpa,Blakely & McKie,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,codonocarpa,,codonocarpa,,,,
TRUE,Eucalyptus conica,APC,Eucalyptus conica H.Deane & Maiden,legitimate,scientific,[],Eucalyptus conica,H.Deane & Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,conica,,conica,,,,
FALSE,Eucalyptus conjuncta,,not found,,,,,,,,,,,,,,,,,,,,
TRUE,Eucalyptus consideniana,APC,Eucalyptus consideniana Maiden,legitimate,scientific,[],Eucalyptus consideniana,Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,consideniana,,consideniana,,,,
TRUE,Eucalyptus conspicua,APC,Eucalyptus conspicua L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus conspicua,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,conspicua,,conspicua,,,,
TRUE,Eucalyptus coolabah,APC,Eucalyptus coolabah Blakely & Jacobs,legitimate,scientific,[],Eucalyptus coolabah,Blakely & Jacobs,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,coolabah,,coolabah,,,,
TRUE,Eucalyptus coolabah subsp. arida,,Eucalyptus coolabah subsp. arida (Blakely) L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus coolabah subsp. arida,(Blakely) L.A.S.Johnson & K.D.Hill,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,coolabah,arida,arida,,,,
TRUE,Eucalyptus coolabah subsp. coolabah,,Eucalyptus coolabah Blakely & Jacobs subsp. coolabah,legitimate,autonym,[],Eucalyptus coolabah subsp. coolabah,,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,coolabah,coolabah,coolabah,,,,
TRUE,Eucalyptus corticosa,APC,Eucalyptus corticosa L.A.S.Johnson,legitimate,scientific,[],Eucalyptus corticosa,L.A.S.Johnson,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,corticosa,,corticosa,,,,
TRUE,Eucalyptus costata subsp. murrayana,,Eucalyptus costata subsp. murrayana L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus costata subsp. murrayana,L.A.S.Johnson & K.D.Hill,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,costata,murrayana,murrayana,,,,
TRUE,Eucalyptus crebra,APC,Eucalyptus crebra F.Muell.,legitimate,scientific,[],Eucalyptus crebra,F.Muell.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,crebra,,crebra,,,,
FALSE,Eucalyptus crebra x fibrosa,,not found,,,,,,,,,,,,,,,,,,,,
FALSE,Eucalyptus crebra x microcarpa,,not found,,,,,,,,,,,,,,,,,,,,
FALSE,Eucalyptus crebra x nubila,,not found,,,,,,,,,,,,,,,,,,,,
FALSE,Eucalyptus crebra x siderophloia,,not found,,,,,,,,,,,,,,,,,,,,
TRUE,Eucalyptus crenulata,APC,Eucalyptus crenulata Blakely & Beuzev.,legitimate,scientific,[],Eucalyptus crenulata,Blakely & Beuzev.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,crenulata,,crenulata,,,,
TRUE,Eucalyptus croajingolensis,APC,Eucalyptus croajingolensis L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus croajingolensis,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,croajingolensis,,croajingolensis,,,,
TRUE,Eucalyptus cunninghamii,APC,Eucalyptus cunninghamii Sweet,legitimate,scientific,[],Eucalyptus cunninghamii,Sweet,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,cunninghamii,,cunninghamii,,,,
TRUE,Eucalyptus cyanophylla,APC,Eucalyptus cyanophylla Brooker,legitimate,scientific,[],Eucalyptus cyanophylla,Brooker,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,cyanophylla,,cyanophylla,,,,
TRUE,Eucalyptus cypellocarpa,APC,Eucalyptus cypellocarpa L.A.S.Johnson,legitimate,scientific,[],Eucalyptus cypellocarpa,L.A.S.Johnson,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,cypellocarpa,,cypellocarpa,,,,
TRUE,Eucalyptus dalrympleana,APC,Eucalyptus dalrympleana Maiden,legitimate,scientific,[],Eucalyptus dalrympleana,Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,dalrympleana,,dalrympleana,,,,
TRUE,Eucalyptus dalrympleana subsp. dalrympleana,APC,Eucalyptus dalrympleana Maiden subsp. dalrympleana,legitimate,autonym,[],Eucalyptus dalrympleana subsp. dalrympleana,,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,dalrympleana,dalrympleana,dalrympleana,,,,
TRUE,Eucalyptus dalrympleana subsp. heptantha,APC,Eucalyptus dalrympleana subsp. heptantha L.A.S.Johnson,legitimate,scientific,[],Eucalyptus dalrympleana subsp. heptantha,L.A.S.Johnson,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,dalrympleana,heptantha,heptantha,,,,
FALSE,Eucalyptus dalrympleana x viminalis,,not found,,,,,,,,,,,,,,,,,,,,
TRUE,Eucalyptus dawsonii,APC,Eucalyptus dawsonii R.T.Baker,legitimate,scientific,[],Eucalyptus dawsonii,R.T.Baker,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,dawsonii,,dawsonii,,,,
TRUE,Eucalyptus dealbata,APC,Eucalyptus dealbata A.Cunn. ex Schauer,legitimate,scientific,[],Eucalyptus dealbata,A.Cunn. ex Schauer,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,dealbata,,dealbata,,,,
FALSE,Eucalyptus dealbata x dwyeri,,not found,,,,,,,,,,,,,,,,,,,,
TRUE,Eucalyptus deanei,APC,Eucalyptus deanei Maiden,legitimate,scientific,[],Eucalyptus deanei,Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,deanei,,deanei,,,,
TRUE,Eucalyptus debeuzevillei,,Eucalyptus debeuzevillei Maiden,legitimate,scientific,[],Eucalyptus debeuzevillei,Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,debeuzevillei,,debeuzevillei,,,,
TRUE,Eucalyptus delegatensis subsp. delegatensis,APC,Eucalyptus delegatensis R.T.Baker subsp. delegatensis,legitimate,autonym,[],Eucalyptus delegatensis subsp. delegatensis,,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,delegatensis,delegatensis,delegatensis,,,,
TRUE,Eucalyptus dendromorpha,APC,Eucalyptus dendromorpha (Blakely) L.A.S.Johnson & Blaxell,legitimate,scientific,[],Eucalyptus dendromorpha,(Blakely) L.A.S.Johnson & Blaxell,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,dendromorpha,,dendromorpha,,,,
TRUE,Eucalyptus dissita,,Eucalyptus dissita K.D.Hill,legitimate,scientific,[],Eucalyptus dissita,K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,dissita,,dissita,,,,
TRUE,Eucalyptus dives,APC,Eucalyptus dives Schauer,legitimate,scientific,[],Eucalyptus dives,Schauer,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,dives,,dives,,,,
FALSE,Eucalyptus dives x pauciflora,,not found,,,,,,,,,,,,,,,,,,,,
FALSE,Eucalyptus dives x rossii,,not found,,,,,,,,,,,,,,,,,,,,
TRUE,Eucalyptus dorrigoensis,APC,Eucalyptus dorrigoensis (Blakely) L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus dorrigoensis,(Blakely) L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,dorrigoensis,,dorrigoensis,,,,
TRUE,Eucalyptus dumosa,APC,Eucalyptus dumosa A.Cunn. ex J.Oxley,legitimate,scientific,[],Eucalyptus dumosa,A.Cunn. ex J.Oxley,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,dumosa,,dumosa,,,,
TRUE,Eucalyptus dunnii,APC,Eucalyptus dunnii Maiden,legitimate,scientific,[],Eucalyptus dunnii,Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,dunnii,,dunnii,,,,
TRUE,Eucalyptus dwyeri,APC,Eucalyptus dwyeri Maiden & Blakely,legitimate,scientific,[],Eucalyptus dwyeri,Maiden & Blakely,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,dwyeri,,dwyeri,,,,
TRUE,Eucalyptus elata,APC,Eucalyptus elata Dehnh.,legitimate,scientific,[],Eucalyptus elata,Dehnh.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,elata,,elata,,,,
TRUE,Eucalyptus elegans,APC,Eucalyptus elegans A.R.Bean,legitimate,scientific,[],Eucalyptus elegans,A.R.Bean,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,elegans,,elegans,,,,
TRUE,Eucalyptus elliptica,APC,Eucalyptus elliptica (Blakely & McKie) L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus elliptica,(Blakely & McKie) L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,elliptica,,elliptica,,,,
TRUE,Eucalyptus eugenioides,APC,Eucalyptus eugenioides Sieber ex Spreng.,legitimate,scientific,[],Eucalyptus eugenioides,Sieber ex Spreng.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,eugenioides,,eugenioides,,,,
FALSE,Eucalyptus eugenioides x globoidea,,not found,,,,,,,,,,,,,,,,,,,,
TRUE,Eucalyptus expressa,APC,Eucalyptus expressa S.A.J.Bell & D.Nicolle,legitimate,scientific,[],Eucalyptus expressa,S.A.J.Bell & D.Nicolle,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,expressa,,expressa,,,,
TRUE,Eucalyptus exserta,APC,Eucalyptus exserta F.Muell.,legitimate,scientific,[],Eucalyptus exserta,F.Muell.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,exserta,,exserta,,,,
TRUE,Eucalyptus fastigata,APC,Eucalyptus fastigata H.Deane & Maiden,legitimate,scientific,[],Eucalyptus fastigata,H.Deane & Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,fastigata,,fastigata,,,,
TRUE,Eucalyptus fergusonii,,Eucalyptus fergusonii R.T.Baker,legitimate,scientific,[],Eucalyptus fergusonii,R.T.Baker,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,fergusonii,,fergusonii,,,,
TRUE,Eucalyptus fergusonii subsp. dorsiventralis,,Eucalyptus fergusonii subsp. dorsiventralis L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus fergusonii subsp. dorsiventralis,L.A.S.Johnson & K.D.Hill,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,fergusonii,dorsiventralis,dorsiventralis,,,,
TRUE,Eucalyptus fergusonii subsp. fergusonii,,Eucalyptus fergusonii R.T.Baker subsp. fergusonii,legitimate,autonym,[],Eucalyptus fergusonii subsp. fergusonii,,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,fergusonii,fergusonii,fergusonii,,,,
TRUE,Eucalyptus fibrosa,APC,Eucalyptus fibrosa F.Muell.,legitimate,scientific,[],Eucalyptus fibrosa,F.Muell.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,fibrosa,,fibrosa,,,,
FALSE,Eucalyptus fibrosa x punctata,,not found,,,,,,,,,,,,,,,,,,,,
TRUE,Eucalyptus fracta,APC,Eucalyptus fracta K.D.Hill,legitimate,scientific,[],Eucalyptus fracta,K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,fracta,,fracta,,,,
TRUE,Eucalyptus fraxinoides,APC,Eucalyptus fraxinoides H.Deane & Maiden,legitimate,scientific,[],Eucalyptus fraxinoides,H.Deane & Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,fraxinoides,,fraxinoides,,,,
TRUE,Eucalyptus fusiformis,APC,Eucalyptus fusiformis Boland & Kleinig,legitimate,scientific,[],Eucalyptus fusiformis,Boland & Kleinig,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,fusiformis,,fusiformis,,,,
TRUE,Eucalyptus gillii,APC,Eucalyptus gillii Maiden,legitimate,scientific,[],Eucalyptus gillii,Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,gillii,,gillii,,,,
TRUE,Eucalyptus glaucescens,APC,Eucalyptus glaucescens Maiden & Blakely,legitimate,scientific,[],Eucalyptus glaucescens,Maiden & Blakely,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,glaucescens,,glaucescens,,,,
TRUE,Eucalyptus glaucina,APC,Eucalyptus glaucina (Blakely) L.A.S.Johnson,legitimate,scientific,[],Eucalyptus glaucina,(Blakely) L.A.S.Johnson,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,glaucina,,glaucina,,,,
TRUE,Eucalyptus globoidea,APC,Eucalyptus globoidea Blakely,legitimate,scientific,[],Eucalyptus globoidea,Blakely,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,globoidea,,globoidea,,,,
TRUE,Eucalyptus globulus,APC,Eucalyptus globulus Labill.,legitimate,scientific,[],Eucalyptus globulus,Labill.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,globulus,,globulus,,,,
TRUE,Eucalyptus goniocalyx,APC,Eucalyptus goniocalyx F.Muell. ex Miq.,legitimate,scientific,[],Eucalyptus goniocalyx,F.Muell. ex Miq.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,goniocalyx,,goniocalyx,,,,
TRUE,Eucalyptus goniocalyx subsp. goniocalyx,APC,Eucalyptus goniocalyx F.Muell. ex Miq. subsp. goniocalyx,legitimate,autonym,[],Eucalyptus goniocalyx subsp. goniocalyx,,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,goniocalyx,goniocalyx,goniocalyx,,,,
TRUE,Eucalyptus gracilis,APC,Eucalyptus gracilis F.Muell.,legitimate,scientific,[],Eucalyptus gracilis,F.Muell.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,gracilis,,gracilis,,,,
TRUE,Eucalyptus grandis,APC,Eucalyptus grandis W.Hill,legitimate,scientific,[],Eucalyptus grandis,W.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,grandis,,grandis,,,,
FALSE,Eucalyptus grandis x saligna,,not found,,,,,,,,,,,,,,,,,,,,
TRUE,Eucalyptus gregsoniana,APC,Eucalyptus gregsoniana L.A.S.Johnson & Blaxell,legitimate,scientific,[],Eucalyptus gregsoniana,L.A.S.Johnson & Blaxell,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,gregsoniana,,gregsoniana,,,,
TRUE,Eucalyptus gunnii,APC,Eucalyptus gunnii Hook.f.,legitimate,scientific,[],Eucalyptus gunnii,Hook.f.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,gunnii,,gunnii,,,,
TRUE,Eucalyptus haemastoma,APC,Eucalyptus haemastoma Sm.,legitimate,scientific,[],Eucalyptus haemastoma,Sm.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,haemastoma,,haemastoma,,,,
FALSE,Eucalyptus haemastoma x racemosa,,not found,,,,,,,,,,,,,,,,,,,,
TRUE,Eucalyptus hypostomatica,APC,Eucalyptus hypostomatica L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus hypostomatica,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,hypostomatica,,hypostomatica,,,,
TRUE,Eucalyptus ignorabilis,APC,Eucalyptus ignorabilis L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus ignorabilis,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,ignorabilis,,ignorabilis,,,,
TRUE,Eucalyptus imitans,APC,Eucalyptus imitans L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus imitans,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,imitans,,imitans,,,,
TRUE,Eucalyptus interstans,APC,Eucalyptus interstans L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus interstans,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,interstans,,interstans,,,,
TRUE,Eucalyptus intertexta,APC,Eucalyptus intertexta R.T.Baker,legitimate,scientific,[],Eucalyptus intertexta,R.T.Baker,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,intertexta,,intertexta,,,,
TRUE,Eucalyptus kartzoffiana,APC,Eucalyptus kartzoffiana L.A.S.Johnson & Blaxell,legitimate,scientific,[],Eucalyptus kartzoffiana,L.A.S.Johnson & Blaxell,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,kartzoffiana,,kartzoffiana,,,,
TRUE,Eucalyptus kybeanensis,APC,Eucalyptus kybeanensis Maiden & Cambage,legitimate,scientific,[],Eucalyptus kybeanensis,Maiden & Cambage,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,kybeanensis,,kybeanensis,,,,
TRUE,Eucalyptus lacrimans,APC,Eucalyptus lacrimans L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus lacrimans,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,lacrimans,,lacrimans,,,,
TRUE,Eucalyptus laevopinea,APC,Eucalyptus laevopinea R.T.Baker,legitimate,scientific,[],Eucalyptus laevopinea,R.T.Baker,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,laevopinea,,laevopinea,,,,
TRUE,Eucalyptus langleyi,APC,Eucalyptus langleyi L.A.S.Johnson & Blaxell,legitimate,scientific,[],Eucalyptus langleyi,L.A.S.Johnson & Blaxell,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,langleyi,,langleyi,,,,
TRUE,Eucalyptus laophila,,Eucalyptus laophila L.A.S.Johnson & Blaxell,legitimate,scientific,[],Eucalyptus laophila,L.A.S.Johnson & Blaxell,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,laophila,,laophila,,,,
TRUE,Eucalyptus largeana,APC,Eucalyptus largeana Blakely,legitimate,scientific,[],Eucalyptus largeana,Blakely,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,largeana,,largeana,,,,
TRUE,Eucalyptus largiflorens,APC,Eucalyptus largiflorens F.Muell.,legitimate,scientific,[],Eucalyptus largiflorens,F.Muell.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,largiflorens,,largiflorens,,,,
TRUE,Eucalyptus latiuscula,,Eucalyptus latiuscula (Blakely) L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus latiuscula,(Blakely) L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,latiuscula,,latiuscula,,,,
TRUE,Eucalyptus leptophylla,APC,Eucalyptus leptophylla F.Muell. ex Miq.,legitimate,scientific,[],Eucalyptus leptophylla,F.Muell. ex Miq.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,leptophylla,,leptophylla,,,,
TRUE,Eucalyptus leucoxylon subsp. pruinosa,APC,Eucalyptus leucoxylon subsp. pruinosa (F.Muell. ex Miq.) Boland,legitimate,scientific,[],Eucalyptus leucoxylon subsp. pruinosa,(F.Muell. ex Miq.) Boland,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,leucoxylon,pruinosa,pruinosa,,,,
TRUE,Eucalyptus ligustrina,APC,Eucalyptus ligustrina DC.,legitimate,scientific,[],Eucalyptus ligustrina,DC.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,ligustrina,,ligustrina,,,,
TRUE,Eucalyptus longifolia,APC,Eucalyptus longifolia Link,legitimate,scientific,[],Eucalyptus longifolia,Link,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,longifolia,,longifolia,,,,
TRUE,Eucalyptus luehmanniana,APC,Eucalyptus luehmanniana F.Muell.,legitimate,scientific,[],Eucalyptus luehmanniana,F.Muell.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,luehmanniana,,luehmanniana,,,,
TRUE,Eucalyptus macarthurii,APC,Eucalyptus macarthurii H.Deane & Maiden,legitimate,scientific,[],Eucalyptus macarthurii,H.Deane & Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,macarthurii,,macarthurii,,,,
TRUE,Eucalyptus mackintii,APC,Eucalyptus mackintii Kottek,legitimate,scientific,[],Eucalyptus mackintii,Kottek,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,mackintii,,mackintii,,,,
TRUE,Eucalyptus macrorhyncha,APC,Eucalyptus macrorhyncha F.Muell. ex Benth.,legitimate,scientific,[],Eucalyptus macrorhyncha,F.Muell. ex Benth.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,macrorhyncha,,macrorhyncha,,,,
TRUE,Eucalyptus magnificata,APC,Eucalyptus magnificata L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus magnificata,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,magnificata,,magnificata,,,,
TRUE,Eucalyptus maidenii,,Eucalyptus maidenii F.Muell.,legitimate,scientific,[],Eucalyptus maidenii,F.Muell.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,maidenii,,maidenii,,,,
TRUE,Eucalyptus major,APC,Eucalyptus major (Maiden) Blakely,legitimate,scientific,[],Eucalyptus major,(Maiden) Blakely,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,major,,major,,,,
TRUE,Eucalyptus malacoxylon,APC,Eucalyptus malacoxylon Blakely,legitimate,scientific,[],Eucalyptus malacoxylon,Blakely,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,malacoxylon,,malacoxylon,,,,
TRUE,Eucalyptus mannifera,APC,Eucalyptus mannifera Mudie,legitimate,scientific,[],Eucalyptus mannifera,Mudie,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,mannifera,,mannifera,,,,
TRUE,Eucalyptus mannifera subsp. gullickii,APC,Eucalyptus mannifera subsp. gullickii (R.T.Baker & H.G.Sm.) L.A.S.Johnson,legitimate,scientific,[],Eucalyptus mannifera subsp. gullickii,(R.T.Baker & H.G.Sm.) L.A.S.Johnson,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,mannifera,gullickii,gullickii,,,,
TRUE,Eucalyptus mannifera subsp. mannifera,APC,Eucalyptus mannifera Mudie subsp. mannifera,legitimate,autonym,[],Eucalyptus mannifera subsp. mannifera,,Subspecies,200,subsp.,Plantae,,,Myrtaceae,Eucalyptus,mannifera,mannifera,mannifera,,,,
TRUE,Eucalyptus mckieana,APC,Eucalyptus mckieana Blakely,legitimate,scientific,[],Eucalyptus mckieana,Blakely,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,mckieana,,mckieana,,,,
TRUE,Eucalyptus melanophloia,APC,Eucalyptus melanophloia F.Muell.,legitimate,scientific,[],Eucalyptus melanophloia,F.Muell.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,melanophloia,,melanophloia,,,,
TRUE,Eucalyptus melliodora,APC,Eucalyptus melliodora A.Cunn. ex Schauer,legitimate,scientific,[],Eucalyptus melliodora,A.Cunn. ex Schauer,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,melliodora,,melliodora,,,,
TRUE,Eucalyptus michaeliana,APC,Eucalyptus michaeliana Blakely,legitimate,scientific,[],Eucalyptus michaeliana,Blakely,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,michaeliana,,michaeliana,,,,
TRUE,Eucalyptus microcarpa,APC,Eucalyptus microcarpa (Maiden) Maiden,legitimate,scientific,[],Eucalyptus microcarpa,(Maiden) Maiden,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,microcarpa,,microcarpa,,,,
FALSE,Eucalyptus microcarpa <--> viridis,,not found,,,,,,,,,,,,,,,,,,,,
FALSE,Eucalyptus microcarpa x pilligaensis,,not found,,,,,,,,,,,,,,,,,,,,
TRUE,Eucalyptus microcorys,APC,Eucalyptus microcorys F.Muell.,legitimate,scientific,[],Eucalyptus microcorys,F.Muell.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,microcorys,,microcorys,,,,
TRUE,Eucalyptus moluccana,APC,Eucalyptus moluccana Roxb.,legitimate,scientific,[],Eucalyptus moluccana,Roxb.,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,moluccana,,moluccana,,,,
TRUE,Eucalyptus moorei,APC,Eucalyptus moorei Maiden & Cambage,legitimate,scientific,[],Eucalyptus moorei,Maiden & Cambage,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,moorei,,moorei,,,,
TRUE,Eucalyptus morrisii,APC,Eucalyptus morrisii R.T.Baker,legitimate,scientific,[],Eucalyptus morrisii,R.T.Baker,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,morrisii,,morrisii,,,,
TRUE,Eucalyptus muelleriana,APC,Eucalyptus muelleriana A.W.Howitt,legitimate,scientific,[],Eucalyptus muelleriana,A.W.Howitt,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,muelleriana,,muelleriana,,,,
TRUE,Eucalyptus multicaulis,APC,Eucalyptus multicaulis Blakely,legitimate,scientific,[],Eucalyptus multicaulis,Blakely,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,multicaulis,,multicaulis,,,,
TRUE,Eucalyptus nandewarica,APC,Eucalyptus nandewarica L.A.S.Johnson & K.D.Hill,legitimate,scientific,[],Eucalyptus nandewarica,L.A.S.Johnson & K.D.Hill,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,nandewarica,,nandewarica,,,,
TRUE,Eucalyptus nicholii,APC,Eucalyptus nicholii Maiden & Blakely,legitimate,scientific,[],Eucalyptus nicholii,Maiden & Blakely,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,nicholii,,nicholii,,,,
TRUE,Eucalyptus niphophila,,Eucalyptus niphophila Maiden & Blakely,legitimate,scientific,[],Eucalyptus niphophila,Maiden & Blakely,Species,190,sp.,Plantae,,,Myrtaceae,Eucalyptus,niphophila,,niphophila,,,,
